iter	Logloss
177	0.1398564457
178	0.1388433837
179	0.1378374442
180	0.1372517745
181	0.1363895057
182	0.1355620153
183	0.1345556789
184	0.133621879
185	0.132658805
186	0.1315986807
187	0.1308759099
188	0.1299033215
189	0.1292473328
190	0.1284528118
191	0.1275495933
192	0.1266571367
193	0.125895246
194	0.1250101127
195	0.1241149201
196	0.1233985376
197	0.1225085998
198	0.1217288698
199	0.1208912812
200	0.1201839806
201	0.119539391
202	0.1187252235
203	0.1179135201
204	0.1169083688
205	0.1160713072
206	0.1154100484
207	0.1146940616
208	0.1140909921
209	0.1133112262
210	0.1126206231
211	0.1120035768
212	0.1113119903
213	0.1107209016
214	0.1100416707
215	0.1091739027
216	0.10846325
217	0.1076756181
218	0.1070887027
219	0.1060343838
220	0.1053059131
221	0.1046062359
222	0.104087771
223	0.1034407662
224	0.1027809159
225	0.1022019317
226	0.1015368498
227	0.1007823846
228	0.1002266182
229	0.09957935053
230	0.09902123532
231	0.09856908648
232	0.09797329236
233	0.09736630589
234	0.09695093887
235	0.0965335047
236	0.09597527532
237	0.09533849868
238	0.09479037815
239	0.09430073941
240	0.09335352311
241	0.09264131383
242	0.09218502023
243	0.09165193798
244	0.09124048925
245	0.09065836531
246	0.09001199178
247	0.08946919518
248	0.08891911246
249	0.08838602879
250	0.08786432505
251	0.08736990091
252	0.08676799595
253	0.08631521398
254	0.08583819149
255	0.08531940307
256	0.08497837706
257	0.08450850762
258	0.08401886683
259	0.08363922754
260	0.08327446262
261	0.08285325182
262	0.0823566964
263	0.08192461669
264	0.08120303456
265	0.08083384051
266	0.0804370863
267	0.07990323843
268	0.07945756855
269	0.07908760356
270	0.07858552039
271	0.078109272	0.272	0.077647273	0.273	0.077244274	0.274	0.076910275	0.275	0.076526276	0.276	0.076140277	0.07763716389
278	0.0772797221
279	0.07681212262
280	0280	0.0746758281	0.07601302544
282	0.07556544866
283	0.07527198938
284	0.07496820746
285	0.07455612996
286	0.07412130807
287	0.07370354224
288	0.07328098415
289	0.07285024719
290	0.07240699903
291	0.0719728045
292	0.07154915202
293	0.07125901157
294	0.07084372023
295	0.07049584057
296	0.0702112236
297	0.06991739442
298	0.06952992471
299	0.06926979053
300	0.06897874459
301	0.301	0.067311302	0.06820246706
303	0303	0.0666446304	0.06749832156
305	0.06724574477
306	0.06699514019
307	0.06665015637
308	0.06634286873
309	0.06600016183
310	0.06565533852
311	0.06537367754
312	0.06509776728
313	0.06481822117
314	0.06444885971
315	0.06419279435
316	0.06390000639
317	0.06359533092
318	0.06328052995
319	0.06302942511
320	0.06271348201
321	0.06221211644
322	0.06186781111
323	0.06151534239
324	0.06123086775
325	0.06102308472
326	0.06075656261
327	0.06053737578
328	0.06016777735
329	0.05989086653
330	0.05949037054
331	0.05919939074
332	0.05890704713
333	0.05863989416
334	0.05837068208
335	0.05812958625
336	0.0579203977
337	0.05772931529
338	0.05738494866
339	0.0571164251
340	0.05682358469
341	0.0565227272
342	0.05632388192
343	0.055728344	0.344	0.055454345	0.345	0.05520346	0.0346	0.05495347	0.0347	0.05474348	0.0348	0.05447349	0.0349	0.05418350	0.350	0.05398025399
351	0.05378036952
352	0.05360288732
353	0.05335377162
354	0.05310160804
355	0.05287119193
356	0.05265309344
357	0.05244277207
358	0.05225023268
359	0.05203062134
360	0.05180159022
361	0.05158315813
362	0.05137658004
363	0.05118750674
364	0.05092687302
365	0.0507405117
366	0.05051968592
367	0.05029153136
368	0.05009886023
369	0.04987086725
370	0.04966460598
371	0.04944499804
372	0.04927480132
373	0.04910837021
374	0.048929405
375	0.04877760216
376	0.04855139645
377	0.04842027269
378	0.04826336036
379	0.04801196172
380	0.04782951168
381	0.04764005655
382	0.04748102017
383	0.04731122285
384	0.04683957106
385	0.04666979495
386	0.04644380272
387	0.04625241589
388	0.04605110502
389	0.04587064144
390	0.04568516136
391	0.04552373943
392	0.04537610099
393	0.04523052237
394	0.04504387824
395	0.04495653106
396	0.04477411669
397	0.04460920384
398	0.04447100359
399	0.04429262282
400	0.04410139571
401	0.04393474343
402	0.04375110754
403	0.04356555357
404	0.04341121752
405	0.04329908438
406	0.04305594988
407	0.0428994035
408	0.04269167551
409	0.04251114335
410	0.04235662929
411	0.04217988405
412	0.0420505598
413	0.04190591102
414	0.04177135647
415	0.04164607344
416	0.04153104228
417	0.04136814828
418	0.04120863456
419	0.04110189786
420	0.04096128718
421	0.04085085922
422	0.04070408275
423	0.04055454404
424	0.0404303599
425	0.0402815265
426	0.04011210972
427	0.03995969149
428	0.03977490137
429	0.03965363665
430	0.03955347537
431	0.03940551876
432	0.03928146744
433	0.03914825985
434	0.03896585552
435	0.03885289951
436	0.03868635904
437	0.03854754011
438	0.03841566944
439	0.03831007747
440	0.03816910084
441	0.03802387003
442	0.03788836685
443	0.03778152565
444	0.03765068731
445	0.03749572257
446	0.03736554748
447	0.03725142151
448	0.03710651035
449	0.03701616233
450	0.03695064543
451	0.03680854965
452	0.03667911208
453	0.03657253751
454	0.0364610716
455	0.03635706406
456	0.03621694746
457	0.03605527568
458	0.03595569678
459	0.03582041118
460	0.03572047022
461	0.03558393054
462	0.03543543586
463	0.03533495553
464	0.0351989137
465	0.035077419
466	0.03497144488
467	0.03486714786
468	0.0347612498
469	0.03459366236
470	0.03448141787
471	0.03436724347
472	0.03425830827
473	0.03415079724
474	0.03406699992
475	0.0339260154
476	0.03382252499
477	0.03372186195
478	0.03358257902
479	0.0335084722
480	0.03338117474
481	0.03323921902
482	0.03309234439
483	0.03300499965
484	0.03290771485
485	0.03279937607
486	0.03272168609
487	0.03262768902
488	0.03253785997
489	0.03243728245
490	0.03232415809
491	0.03219819936
492	0.03210454138
493	0.03203449679
494	0.0319305398
495	0.0318429435
496	0.03177869123
497	0.03170068181
498	0.03161512311
499	0.03151529497
500	0.03142752435
501	0.03135783649
502	0.03124895532
503	0.03115837787
504	0.03107514739
505	0.03093903649
506	0.03085764796
507	0.03078907113
508	0.0307151786
509	0.03063004675
510	0.03048695201
511	0.03042583254
512	0.03034773035
513	0.03023206022
514	0.03015623916
515	0.03008062209
516	0.03000034967
517	0.0299016541
518	0.02982108121
519	0.02973886216
520	0.02963618432
521	0.02953692784
522	0.02945013116
523	0.02938629765
524	0.02932332671
525	0.02923475688
526	0.02915760528
527	0.02907759677
528	0.02898798927
529	0.02891975659
530	0.02887344648
531	0.0287496776
532	0.02867315889
533	0.02860294432
534	0.0285079963
535	0.02843155149
536	0.02835897475
537	0.02826889944
538	0.02817377712
539	0.02808156488
540	0.02799223101
541	0.02792507301
542	0.02785838891
543	0.02779210826
544	0.02772295037
545	0.02766574882
546	0.02759852899
547	0.02754380868
548	0.02745167181
549	0.02739173619
550	0.02727776636
551	0.02722225475
552	0.02713821678
553	0.02706526602
554	0.02700690218
555	0.02694445707
556	0.0268621092
557	0.0267861598
558	0.02669746304
559	0.02661291743
560	0.02653918789
561	0.02646275435
562	0.02640193617
563	0.02632028353
564	0.02624669661
565	0.02620417808
566	0.02614660006
567	0.02608417537
568	0.02603294694
569	0.02598516373
570	0.02591223845
571	0.0258648837
572	0.0257916395
573	0.02571495703
574	0.02566088921
575	0.02557931467
576	0.02551734072
577	0.02544577683
578	0.02539560168
579	0.02532888598
580	0.02526270517
581	0.02518629957
582	0.02512600889
583	0.02506095076
584	0.02500021162
585	0.02492872407
586	0.02486455404
587	0.02480027494
588	0.02474397415
589	0.02469732095
590	0.02461606283
591	0.02455659504
592	0.02448046596
593	0.02441258596
594	0.02434940426
595	0.02428782452
596	0.02423812808
597	0.02417467539
598	0.02412204114
599	0.02403092982
600	0.02396365454
601	0.02390720664
602	0.02385632662
603	0.0238161848
604	0.02376126621
605	0.02369732161
606	0.02363717351
607	0.02359339066
608	0.02352936873
609	0.02346163783
610	0.02340428707
611	0.02335282827
612	0.02329779543
613	0.02322745224
614	0.02316879641
615	0.02311160754
616	0.02304419755
617	0.02300358227
618	0.02296211192
619	0.02290884346
620	0.02284432868
621	0.02279628271
622	0.02271970324
623	0.02267706317
624	0.02263485018
625	0.02256965075
626	0.02252044228
627	0.0224556491
628	0.02241215951
629	0.02234298829
630	0.02228318791
631	0.02224038552
632	0.02218978008
633	0.02214518787
634	0.02210164983
635	0.02205767814
636	0.02200052358
637	0.02194553927
638	0.0218891429
639	0.02185336669
640	0.02176117072
641	0.02172040062
642	0.02167044746
643	0.02163000992
644	0.02157677316
645	0.02148033001
646	0.02142909035
647	0.02137557419
648	0.02133153057
649	0.02127583176
650	0.02123028402
651	0.02117995661
652	0.02112760568
653	0.0210634054
654	0.02101739362
655	0.02097296452
656	0.02094315416
657	0.02090176833
658	0.0208653588
659	0.02082861209
660	0.02075950444
661	0.02071130815
662	0.02065485912
663	0.02061961704
664	0.02058221574
665	0.02054204177
666	0.02048203403
667	0.02039055739
668	0.02035261889
669	0.02031583475
670	0.0202673138
671	0.02023287976
672	0.02019020444
673	0.02013432019
674	0.02010680119
675	0.0200595792
676	0.0200160933
677	0.01997385321
678	0.01993146052
679	0.01989155691
680	0.01984159879
681	0.01978410561
682	0.01973926639
683	0.01969149633
684	0.01963745258
685	0.01960273449
686	0.01956166383
687	0.0195298117
688	0.0195024773
689	0.01947262942
690	0.01944421661
691	0.01939813084
692	0.01934921872
693	0.01930651293
694	0.01926258234
695	0.01922492057
696	0.01917755318
697	0.01912945477
698	0.01908004606
699	0.01902381057
700	0.01900022831
701	0.01895972061
702	0.01892125087
703	0.01887221594
704	0.01883007
705	0.01879240863
706	0.01874330297
707	0.01871162197
708	0.0186803954
709	0.01864227133
710	0.01860838922
711	0.01856160426
712	0.01853335992
713	0.01850243098
714	0.01847648772
715	0.01843773354
716	0.01839166693
717	0.01836282567
718	0.018318856
719	0.01827445986
720	0.01823720808
721	0.0181987165
722	0.01815168625
723	0.01812204622
724	0.01808027672
725	0.0180493107
726	0.0180117186
727	0.01798177283
728	0.01793444418
729	0.01788707835
730	0.01784425091
731	0.01781501072
732	0.01779051231
733	0.01775329574
734	0.01771620744
735	0.01768460442
736	0.01764523992
737	0.01760859823
738	0.01757798616
739	0.01754890703
740	0.01752552874
741	0.01749020262
742	0.01742581602
743	0.01738996063
744	0.01736232775
745	0.01733172883
746	0.01729953158
747	0.01727040451
748	0.01723214233
749	0.01720150073
750	0.01716924848
751	0.01714311689
752	0.01710736391
753	0.01706911734
754	0.01704658236
755	0.01701721622
756	0.01698214895
757	0.01695043655
758	0.01691690721
759	0.01688616277
760	0.01684626083
761	0.01682636857
762	0.01679779502
763	0.01676590672
764	0.01673611692
765	0.01669717522
766	0.01664507386
767	0.01661605269
768	0.01658940673
769	0.01656428927
770	0.01653813199
771	0.01651544016
772	0.01647975086
773	0.01644576796
774	0.01642575174
775	0.01639699409
776	0.01636121954
777	0.01633811723
778	0.01630310125
779	0.01627818312
780	0.0162291345
781	0.0162116245
782	0.01617899851
783	0.01615348228
784	0.01612053091
785	0.01609146067
786	0.01604268998
787	0.0160240138
788	0.01597893237
789	0.01594923806
790	0.01590731287
791	0.01587672489
792	0.01583944637
793	0.01581578314
794	0.01579224145
795	0.01577315849
796	0.0157502502
797	0.01571791191
798	0.01569633717
799	0.01567405569
800	0.01565034845
801	0.01562677606
802	0.0156070124
803	0.01557548586
804	0.01555691616
805	0.01551948981
806	0.01547822473
807	0.01544432996
808	0.01542034812
809	0.01539971577
810	0.01537741027
811	0.01535521344
812	0.01533007164
813	0.01529650053
814	0.01526585716
815	0.01523385848
816	0.01520983002
817	0.01517721856
818	0.01511972301
819	0.01510077509
820	0.01508020475
821	0.01504480356
822	0.01501212294
823	0.01496270097
824	0.01493394147
825	0.01490724001
826	0.01488742928
827	0.01483405394
828	0.0148077715
829	0.01478764098
830	0.01476521913
831	0.01474559521
832	0.01471372677
833	0.01468760295
834	0.01466179697
835	0.01463758227
836	0.01460494266
837	0.01458729371
838	0.01455898252
839	0.01452704349
840	0.01450789545
841	0.01448719316
842	0.01446241008
843	0.01444302717
844	0.0144117427
845	0.01438888132
846	0.0143721956
847	0.01434766302
848	0.0143296176
849	0.01430147223
850	0.0142794172
851	0.01424905544
852	0.01422916047
853	0.01420424507
854	0.01418222597
855	0.01416276991
856	0.01413912785
857	0.01412548289
858	0.01409922097
859	0.01407581628
860	0.01404605095
861	0.01402096626
862	0.01399107341
863	0.01395440663
864	0.0139282467
865	0.01390296492
866	0.01388472965
867	0.01386802312
868	0.01385282761
869	0.01382808789
870	0.01381049741
871	0.01378595553
872	0.0137579359
873	0.01374160451
874	0.01371434351
875	0.0136966095
876	0.01366401259
877	0.01364235052
878	0.01362858131
879	0.01360444217
880	0.01357802071
881	0.01355327771
882	0.01352891247
883	0.01349148623
884	0.01347631442
885	0.01345443972
886	0.01343766549
887	0.01341395912
888	0.013391542
889	0.01337354283
890	0.01335192929
891	0.01332993151
892	0.01330841157
893	0.01328766374
894	0.01326378569
895	0.01323200297
896	0.01320914997
897	0.01319410366
898	0.01317738105
899	0.01316155592
900	0.01313707668
901	0.0131187188
902	0.01309860784
903	0.01307911945
904	0.01304068593
905	0.01301883325
906	0.01300071193
907	0.01298462432
908	0.01296629571
909	0.01294463991
910	0.01292969862
911	0.01290851139
912	0.0128863007
913	0.01286785959
914	0.01285341187
915	0.01283537075
916	0.01278979565
917	0.01276342867
918	0.01274665488
919	0.01272380856
920	0.01270461137
921	0.01268205533
922	0.0126674354
923	0.01264994971
924	0.01262322906
925	0.01260275915
926	0.0125873893
927	0.01257127361
928	0.01255181512
929	0.012525082
930	0.01251101205
931	0.012489432
932	0.01247067634
933	0.01244622355
934	0.01242775401
935	0.01241683841
936	0.01239639256
937	0.01237413943
938	0.01236036661
939	0.01234461668
940	0.01232928428
941	0.01231058792
942	0.01229191363
943	0.01226887706
944	0.01225052874
945	0.01223071023
946	0.012212495
947	0.01219775297
948	0.01218065236
949	0.01216161415
950	0.0121459773
951	0.01212381263
952	0.01210870689
953	0.01209233515
954	0.01207924463
955	0.01206478294
956	0.01204845218
957	0.01202825381
958	0.01201159674
959	0.01199580263
960	0.01197863375
961	0.01196348608
962	0.01195214604
963	0.01193817079
964	0.01192416609
965	0.01190731653
966	0.01188336435
967	0.01186721438
968	0.01184754493
969	0.01183367359
970	0.0118209075
971	0.01180579746
972	0.01179303689
973	0.01177467848
974	0.01175597486
975	0.01173651208
976	0.01172203221
977	0.01170283386
978	0.01168726646
979	0.01167439545
980	0.01165556054
981	0.01164423591
982	0.01162112707
983	0.01160618946
984	0.01159488118
985	0.01157639469
986	0.01155872791
987	0.01153995385
988	0.01152469373
989	0.01150874699
990	0.01149341872
991	0.01147439884
992	0.01146442729
993	0.01144693831
994	0.0114315689
995	0.01141662978
996	0.01140740332
997	0.01139229357
998	0.01137744889
999	0.01136443977
107
